# MvsR for tab1d_cold /home/gieg/projects/eos/RMF3/RMF3_TOV.d
# p_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 7.921008e-04 5.578962e+00 2.031164e+00 2.376647e+00 7.795000e+00 1.941385e+01 2.470917e-03 9.373998e+00
 7.924479e-04 5.577781e+00 2.031284e+00 2.376821e+00 7.794000e+00 1.949234e+01 2.471456e-03 9.372854e+00
 7.927951e-04 5.577635e+00 2.031403e+00 2.376995e+00 7.794000e+00 1.951089e+01 2.471996e-03 9.373156e+00
 7.931425e-04 5.577489e+00 2.031523e+00 2.377168e+00 7.794000e+00 1.936075e+01 2.472536e-03 9.373458e+00
 7.934901e-04 5.577342e+00 2.031642e+00 2.377340e+00 7.794000e+00 1.941402e+01 2.473076e-03 9.373760e+00
 7.938378e-04 5.576162e+00 2.031762e+00 2.377512e+00 7.793000e+00 1.936103e+01 2.473616e-03 9.372616e+00
 7.941856e-04 5.576016e+00 2.031881e+00 2.377684e+00 7.793000e+00 1.934744e+01 2.474156e-03 9.372918e+00
 7.945336e-04 5.575870e+00 2.032001e+00 2.377858e+00 7.793000e+00 1.948040e+01 2.474697e-03 9.373220e+00
 7.948818e-04 5.575724e+00 2.032120e+00 2.378032e+00 7.793000e+00 1.932764e+01 2.475238e-03 9.373522e+00
 7.952301e-04 5.574544e+00 2.032239e+00 2.378204e+00 7.792000e+00 1.927960e+01 2.475779e-03 9.372378e+00
 7.955786e-04 5.574398e+00 2.032358e+00 2.378375e+00 7.792000e+00 1.932981e+01 2.476320e-03 9.372680e+00
 7.959272e-04 5.574253e+00 2.032477e+00 2.378546e+00 7.792000e+00 1.924921e+01 2.476861e-03 9.372982e+00
 7.962760e-04 5.574107e+00 2.032596e+00 2.378719e+00 7.792000e+00 1.933781e+01 2.477402e-03 9.373284e+00
 7.966249e-04 5.572927e+00 2.032715e+00 2.378892e+00 7.791000e+00 1.934915e+01 2.477944e-03 9.372140e+00
 7.969740e-04 5.572782e+00 2.032834e+00 2.379065e+00 7.791000e+00 1.919458e+01 2.478486e-03 9.372442e+00
 7.973232e-04 5.572637e+00 2.032953e+00 2.379236e+00 7.791000e+00 1.925782e+01 2.479028e-03 9.372744e+00
 7.976726e-04 5.572491e+00 2.033072e+00 2.379406e+00 7.791000e+00 1.920109e+01 2.479570e-03 9.373047e+00
 7.980221e-04 5.571312e+00 2.033190e+00 2.379578e+00 7.790000e+00 1.919498e+01 2.480112e-03 9.371902e+00
 7.983718e-04 5.571167e+00 2.033309e+00 2.379751e+00 7.790000e+00 1.931910e+01 2.480655e-03 9.372205e+00
 7.987217e-04 5.571022e+00 2.033428e+00 2.379923e+00 7.790000e+00 1.915832e+01 2.481197e-03 9.372507e+00
 7.990717e-04 5.570877e+00 2.033546e+00 2.380094e+00 7.790000e+00 1.912168e+01 2.481740e-03 9.372809e+00
 7.994218e-04 5.569697e+00 2.033664e+00 2.380265e+00 7.789000e+00 1.916938e+01 2.482283e-03 9.371665e+00
 7.997721e-04 5.569553e+00 2.033783e+00 2.380435e+00 7.789000e+00 1.909312e+01 2.482826e-03 9.371967e+00
 8.001226e-04 5.569408e+00 2.033901e+00 2.380607e+00 7.789000e+00 1.918510e+01 2.483370e-03 9.372269e+00
 8.004732e-04 5.569263e+00 2.034019e+00 2.380779e+00 7.789000e+00 1.918587e+01 2.483913e-03 9.372572e+00
 8.008239e-04 5.568084e+00 2.034138e+00 2.380951e+00 7.788000e+00 1.903093e+01 2.484457e-03 9.371427e+00
 8.011749e-04 5.567940e+00 2.034256e+00 2.381121e+00 7.788000e+00 1.910503e+01 2.485001e-03 9.371730e+00
 8.015259e-04 5.567795e+00 2.034374e+00 2.381291e+00 7.788000e+00 1.902835e+01 2.485545e-03 9.372032e+00
 8.018772e-04 5.567651e+00 2.034492e+00 2.381461e+00 7.788000e+00 1.903854e+01 2.486090e-03 9.372335e+00
 8.022285e-04 5.567507e+00 2.034610e+00 2.381633e+00 7.788000e+00 1.916323e+01 2.486634e-03 9.372637e+00
 8.025801e-04 5.566328e+00 2.034727e+00 2.381805e+00 7.787000e+00 1.898745e+01 2.487179e-03 9.371492e+00
 8.029318e-04 5.566184e+00 2.034845e+00 2.381975e+00 7.787000e+00 1.897534e+01 2.487724e-03 9.371795e+00
 8.032836e-04 5.566040e+00 2.034963e+00 2.382144e+00 7.787000e+00 1.900809e+01 2.488269e-03 9.372098e+00
 8.036356e-04 5.565896e+00 2.035081e+00 2.382314e+00 7.787000e+00 1.893743e+01 2.488814e-03 9.372400e+00
 8.039878e-04 5.564717e+00 2.035198e+00 2.382485e+00 7.786000e+00 1.904487e+01 2.489360e-03 9.371255e+00
 8.043401e-04 5.564573e+00 2.035316e+00 2.382656e+00 7.786000e+00 1.899946e+01 2.489905e-03 9.371558e+00
 8.046925e-04 5.564430e+00 2.035433e+00 2.382827e+00 7.786000e+00 1.887634e+01 2.490451e-03 9.371861e+00
 8.050451e-04 5.564286e+00 2.035551e+00 2.382996e+00 7.786000e+00 1.894592e+01 2.490997e-03 9.372163e+00
 8.053979e-04 5.563108e+00 2.035668e+00 2.383165e+00 7.785000e+00 1.886615e+01 2.491543e-03 9.371018e+00
 8.057508e-04 5.562964e+00 2.035785e+00 2.383335e+00 7.785000e+00 1.889766e+01 2.492090e-03 9.371321e+00
 8.061039e-04 5.562821e+00 2.035903e+00 2.383506e+00 7.785000e+00 1.900157e+01 2.492636e-03 9.371624e+00
 8.064571e-04 5.562677e+00 2.036020e+00 2.383676e+00 7.785000e+00 1.881664e+01 2.493183e-03 9.371927e+00
 8.068105e-04 5.561499e+00 2.036137e+00 2.383845e+00 7.784000e+00 1.883073e+01 2.493730e-03 9.370781e+00
 8.071641e-04 5.561356e+00 2.036254e+00 2.384013e+00 7.784000e+00 1.884174e+01 2.494277e-03 9.371084e+00
 8.075178e-04 5.561213e+00 2.036371e+00 2.384183e+00 7.784000e+00 1.878575e+01 2.494824e-03 9.371387e+00
 8.078716e-04 5.561070e+00 2.036488e+00 2.384353e+00 7.784000e+00 1.892463e+01 2.495372e-03 9.371690e+00
 8.082256e-04 5.559892e+00 2.036604e+00 2.384523e+00 7.783000e+00 1.880232e+01 2.495919e-03 9.370545e+00
 8.085798e-04 5.559749e+00 2.036721e+00 2.384692e+00 7.783000e+00 1.872303e+01 2.496467e-03 9.370848e+00
 8.089341e-04 5.559606e+00 2.036838e+00 2.384860e+00 7.783000e+00 1.879018e+01 2.497015e-03 9.371151e+00
 8.092886e-04 5.559463e+00 2.036955e+00 2.385028e+00 7.783000e+00 1.870742e+01 2.497564e-03 9.371454e+00
 8.096432e-04 5.558286e+00 2.037071e+00 2.385198e+00 7.782000e+00 1.877098e+01 2.498112e-03 9.370308e+00
 8.099980e-04 5.558143e+00 2.037188e+00 2.385368e+00 7.782000e+00 1.882780e+01 2.498661e-03 9.370611e+00
 8.103529e-04 5.558001e+00 2.037304e+00 2.385537e+00 7.782000e+00 1.864814e+01 2.499210e-03 9.370914e+00
 8.107080e-04 5.557858e+00 2.037420e+00 2.385705e+00 7.782000e+00 1.870950e+01 2.499759e-03 9.371217e+00
 8.110633e-04 5.556681e+00 2.037537e+00 2.385872e+00 7.781000e+00 1.866368e+01 2.500308e-03 9.370072e+00
 8.114187e-04 5.556539e+00 2.037653e+00 2.386041e+00 7.781000e+00 1.864780e+01 2.500857e-03 9.370375e+00
 8.117742e-04 5.556396e+00 2.037769e+00 2.386210e+00 7.781000e+00 1.878168e+01 2.501407e-03 9.370678e+00
 8.121300e-04 5.556254e+00 2.037885e+00 2.386380e+00 7.781000e+00 1.861450e+01 2.501957e-03 9.370981e+00
 8.124858e-04 5.555077e+00 2.038001e+00 2.386548e+00 7.780000e+00 1.858288e+01 2.502507e-03 9.369835e+00
 8.128419e-04 5.554935e+00 2.038117e+00 2.386714e+00 7.780000e+00 1.863401e+01 2.503057e-03 9.370139e+00
 8.131980e-04 5.554793e+00 2.038233e+00 2.386882e+00 7.780000e+00 1.855397e+01 2.503608e-03 9.370442e+00
 8.135544e-04 5.554651e+00 2.038349e+00 2.387051e+00 7.780000e+00 1.865782e+01 2.504158e-03 9.370745e+00
 8.139109e-04 5.554509e+00 2.038465e+00 2.387220e+00 7.780000e+00 1.863042e+01 2.504709e-03 9.371049e+00
 8.142675e-04 5.553333e+00 2.038581e+00 2.387388e+00 7.779000e+00 1.849070e+01 2.505260e-03 9.369902e+00
 8.146243e-04 5.553191e+00 2.038696e+00 2.387555e+00 7.779000e+00 1.857392e+01 2.505811e-03 9.370206e+00
 8.149813e-04 5.553050e+00 2.038812e+00 2.387721e+00 7.779000e+00 1.848430e+01 2.506363e-03 9.370509e+00
 8.153384e-04 5.552908e+00 2.038928e+00 2.387889e+00 7.779000e+00 1.852846e+01 2.506914e-03 9.370813e+00
 8.156957e-04 5.551732e+00 2.039043e+00 2.388058e+00 7.778000e+00 1.862131e+01 2.507466e-03 9.369666e+00
 8.160531e-04 5.551590e+00 2.039158e+00 2.388226e+00 7.778000e+00 1.842968e+01 2.508018e-03 9.369970e+00
 8.164107e-04 5.551449e+00 2.039274e+00 2.388392e+00 7.778000e+00 1.845995e+01 2.508570e-03 9.370274e+00
 8.167685e-04 5.551308e+00 2.039389e+00 2.388558e+00 7.778000e+00 1.845869e+01 2.509123e-03 9.370577e+00
 8.171264e-04 5.550132e+00 2.039504e+00 2.388725e+00 7.777000e+00 1.842154e+01 2.509675e-03 9.369431e+00
 8.174845e-04 5.549991e+00 2.039620e+00 2.388894e+00 7.777000e+00 1.855464e+01 2.510228e-03 9.369734e+00
 8.178427e-04 5.549850e+00 2.039735e+00 2.389062e+00 7.777000e+00 1.840928e+01 2.510781e-03 9.370038e+00
 8.182010e-04 5.549709e+00 2.039850e+00 2.389228e+00 7.777000e+00 1.835206e+01 2.511334e-03 9.370342e+00
 8.185596e-04 5.548533e+00 2.039965e+00 2.389394e+00 7.776000e+00 1.841774e+01 2.511888e-03 9.369195e+00
 8.189183e-04 5.548392e+00 2.040080e+00 2.389560e+00 7.776000e+00 1.833213e+01 2.512441e-03 9.369499e+00
 8.192771e-04 5.548251e+00 2.040194e+00 2.389727e+00 7.776000e+00 1.842003e+01 2.512995e-03 9.369802e+00
 8.196361e-04 5.548111e+00 2.040309e+00 2.389895e+00 7.776000e+00 1.843029e+01 2.513549e-03 9.370106e+00
 8.199953e-04 5.546935e+00 2.040424e+00 2.390062e+00 7.775000e+00 1.826700e+01 2.514103e-03 9.368959e+00
 8.203546e-04 5.546795e+00 2.040539e+00 2.390227e+00 7.775000e+00 1.835569e+01 2.514658e-03 9.369263e+00
 8.207141e-04 5.546654e+00 2.040653e+00 2.390392e+00 7.775000e+00 1.826732e+01 2.515212e-03 9.369567e+00
 8.210737e-04 5.546514e+00 2.040768e+00 2.390559e+00 7.775000e+00 1.829886e+01 2.515767e-03 9.369871e+00
 8.214335e-04 5.545339e+00 2.040882e+00 2.390726e+00 7.774000e+00 1.840587e+01 2.516322e-03 9.368724e+00
 8.217935e-04 5.545198e+00 2.040996e+00 2.390893e+00 7.774000e+00 1.821278e+01 2.516877e-03 9.369028e+00
 8.221536e-04 5.545058e+00 2.041111e+00 2.391058e+00 7.774000e+00 1.823529e+01 2.517433e-03 9.369332e+00
 8.225138e-04 5.544918e+00 2.041225e+00 2.391223e+00 7.774000e+00 1.824410e+01 2.517989e-03 9.369636e+00
 8.228743e-04 5.543743e+00 2.041339e+00 2.391388e+00 7.773000e+00 1.820157e+01 2.518544e-03 9.368489e+00
 8.232348e-04 5.543603e+00 2.041453e+00 2.391555e+00 7.773000e+00 1.833541e+01 2.519100e-03 9.368793e+00
 8.235956e-04 5.543463e+00 2.041567e+00 2.391722e+00 7.773000e+00 1.819246e+01 2.519657e-03 9.369097e+00
 8.239565e-04 5.543324e+00 2.041681e+00 2.391887e+00 7.773000e+00 1.813175e+01 2.520213e-03 9.369401e+00
 8.243175e-04 5.542149e+00 2.041795e+00 2.392051e+00 7.772000e+00 1.819517e+01 2.520770e-03 9.368253e+00
 8.246787e-04 5.542009e+00 2.041909e+00 2.392216e+00 7.772000e+00 1.811628e+01 2.521327e-03 9.368558e+00
 8.250401e-04 5.541870e+00 2.042023e+00 2.392382e+00 7.772000e+00 1.820728e+01 2.521884e-03 9.368862e+00
 8.254016e-04 5.541730e+00 2.042137e+00 2.392549e+00 7.772000e+00 1.820252e+01 2.522441e-03 9.369166e+00
 8.257633e-04 5.540556e+00 2.042251e+00 2.392714e+00 7.771000e+00 1.805005e+01 2.522999e-03 9.368018e+00
 8.261252e-04 5.540417e+00 2.042364e+00 2.392878e+00 7.771000e+00 1.813915e+01 2.523557e-03 9.368323e+00
 8.264872e-04 5.540277e+00 2.042478e+00 2.393041e+00 7.771000e+00 1.804862e+01 2.524115e-03 9.368627e+00
 8.268493e-04 5.540138e+00 2.042591e+00 2.393207e+00 7.771000e+00 1.808817e+01 2.524673e-03 9.368931e+00
 8.272117e-04 5.538964e+00 2.042705e+00 2.393373e+00 7.770000e+00 1.818321e+01 2.525231e-03 9.367783e+00
 8.275742e-04 5.538825e+00 2.042818e+00 2.393538e+00 7.770000e+00 1.798435e+01 2.525790e-03 9.368088e+00
 8.279368e-04 5.538686e+00 2.042931e+00 2.393702e+00 7.770000e+00 1.803447e+01 2.526349e-03 9.368392e+00
 8.282996e-04 5.538547e+00 2.043045e+00 2.393865e+00 7.770000e+00 1.801815e+01 2.526908e-03 9.368697e+00
 8.286626e-04 5.537373e+00 2.043158e+00 2.394029e+00 7.769000e+00 1.798953e+01 2.527467e-03 9.367549e+00
 8.290257e-04 5.537235e+00 2.043271e+00 2.394195e+00 7.769000e+00 1.812775e+01 2.528026e-03 9.367853e+00
 8.293889e-04 5.537096e+00 2.043384e+00 2.394360e+00 7.769000e+00 1.795096e+01 2.528586e-03 9.368158e+00
 8.297524e-04 5.536957e+00 2.043497e+00 2.394524e+00 7.769000e+00 1.792630e+01 2.529146e-03 9.368462e+00
 8.301160e-04 5.535784e+00 2.043610e+00 2.394687e+00 7.768000e+00 1.797859e+01 2.529706e-03 9.367314e+00
 8.304797e-04 5.535645e+00 2.043723e+00 2.394850e+00 7.768000e+00 1.790315e+01 2.530266e-03 9.367619e+00
 8.308436e-04 5.535507e+00 2.043835e+00 2.395015e+00 7.768000e+00 1.801952e+01 2.530827e-03 9.367923e+00
 8.312077e-04 5.535369e+00 2.043948e+00 2.395180e+00 7.768000e+00 1.795123e+01 2.531388e-03 9.368228e+00
 8.315719e-04 5.534195e+00 2.044061e+00 2.395344e+00 7.767000e+00 1.783842e+01 2.531949e-03 9.367079e+00
 8.319363e-04 5.534057e+00 2.044173e+00 2.395506e+00 7.767000e+00 1.791905e+01 2.532510e-03 9.367384e+00
 8.323009e-04 5.533919e+00 2.044286e+00 2.395669e+00 7.767000e+00 1.783568e+01 2.533071e-03 9.367689e+00
 8.326656e-04 5.533781e+00 2.044398e+00 2.395833e+00 7.767000e+00 1.790027e+01 2.533633e-03 9.367994e+00
 8.330305e-04 5.532608e+00 2.044511e+00 2.395998e+00 7.766000e+00 1.795192e+01 2.534195e-03 9.366845e+00
 8.333955e-04 5.532470e+00 2.044623e+00 2.396161e+00 7.766000e+00 1.776566e+01 2.534757e-03 9.367150e+00
 8.337607e-04 5.532332e+00 2.044735e+00 2.396323e+00 7.766000e+00 1.784743e+01 2.535319e-03 9.367455e+00
 8.341261e-04 5.532195e+00 2.044848e+00 2.396485e+00 7.766000e+00 1.777833e+01 2.535882e-03 9.367759e+00
 8.344916e-04 5.531022e+00 2.044960e+00 2.396649e+00 7.765000e+00 1.779904e+01 2.536444e-03 9.366611e+00
 8.348572e-04 5.530884e+00 2.045072e+00 2.396813e+00 7.765000e+00 1.791111e+01 2.537007e-03 9.366916e+00
 8.352231e-04 5.530747e+00 2.045184e+00 2.396977e+00 7.765000e+00 1.770776e+01 2.537570e-03 9.367221e+00
 8.355891e-04 5.530610e+00 2.045296e+00 2.397139e+00 7.765000e+00 1.773898e+01 2.538134e-03 9.367525e+00
 8.359552e-04 5.529437e+00 2.045408e+00 2.397300e+00 7.764000e+00 1.775214e+01 2.538698e-03 9.366377e+00
 8.363215e-04 5.529300e+00 2.045519e+00 2.397463e+00 7.764000e+00 1.771201e+01 2.539261e-03 9.366682e+00
 8.366880e-04 5.529163e+00 2.045631e+00 2.397626e+00 7.764000e+00 1.784605e+01 2.539825e-03 9.366987e+00
 8.370546e-04 5.529026e+00 2.045743e+00 2.397790e+00 7.764000e+00 1.768097e+01 2.540390e-03 9.367292e+00
 8.374214e-04 5.527853e+00 2.045855e+00 2.397951e+00 7.763000e+00 1.764456e+01 2.540954e-03 9.366143e+00
 8.377884e-04 5.527716e+00 2.045966e+00 2.398112e+00 7.763000e+00 1.770532e+01 2.541519e-03 9.366448e+00
 8.381555e-04 5.527579e+00 2.046078e+00 2.398274e+00 7.763000e+00 1.762900e+01 2.542084e-03 9.366753e+00
 8.385228e-04 5.527443e+00 2.046189e+00 2.398437e+00 7.763000e+00 1.774002e+01 2.542649e-03 9.367058e+00
 8.388902e-04 5.526271e+00 2.046300e+00 2.398601e+00 7.762000e+00 1.767205e+01 2.543215e-03 9.365909e+00
 8.392578e-04 5.526134e+00 2.046412e+00 2.398762e+00 7.762000e+00 1.756084e+01 2.543780e-03 9.366214e+00
 8.396256e-04 5.525997e+00 2.046523e+00 2.398923e+00 7.762000e+00 1.764627e+01 2.544346e-03 9.366519e+00
 8.399935e-04 5.525861e+00 2.046634e+00 2.399084e+00 7.762000e+00 1.755742e+01 2.544912e-03 9.366824e+00
 8.403616e-04 5.524689e+00 2.046745e+00 2.399246e+00 7.761000e+00 1.763136e+01 2.545479e-03 9.365675e+00
 8.407298e-04 5.524553e+00 2.046856e+00 2.399409e+00 7.761000e+00 1.766868e+01 2.546045e-03 9.365980e+00
 8.410982e-04 5.524417e+00 2.046967e+00 2.399571e+00 7.761000e+00 1.748889e+01 2.546612e-03 9.366285e+00
 8.414668e-04 5.524280e+00 2.047078e+00 2.399731e+00 7.761000e+00 1.757602e+01 2.547179e-03 9.366591e+00
 8.418355e-04 5.523109e+00 2.047189e+00 2.399891e+00 7.760000e+00 1.750010e+01 2.547747e-03 9.365441e+00
 8.422044e-04 5.522973e+00 2.047300e+00 2.400053e+00 7.760000e+00 1.753151e+01 2.548314e-03 9.365747e+00
 8.425735e-04 5.522837e+00 2.047410e+00 2.400216e+00 7.760000e+00 1.763045e+01 2.548882e-03 9.366052e+00
 8.429427e-04 5.522701e+00 2.047521e+00 2.400377e+00 7.760000e+00 1.743077e+01 2.549450e-03 9.366357e+00
 8.433121e-04 5.521530e+00 2.047632e+00 2.400537e+00 7.759000e+00 1.748017e+01 2.550018e-03 9.365208e+00
 8.436816e-04 5.521394e+00 2.047742e+00 2.400697e+00 7.759000e+00 1.746591e+01 2.550587e-03 9.365513e+00
 8.440513e-04 5.521258e+00 2.047853e+00 2.400858e+00 7.759000e+00 1.744345e+01 2.551155e-03 9.365819e+00
 8.444212e-04 5.521123e+00 2.047963e+00 2.401020e+00 7.759000e+00 1.758020e+01 2.551724e-03 9.366124e+00
 8.447912e-04 5.520987e+00 2.048073e+00 2.401181e+00 7.759000e+00 1.738683e+01 2.552293e-03 9.366430e+00
 8.451614e-04 5.519816e+00 2.048184e+00 2.401341e+00 7.758000e+00 1.738360e+01 2.552863e-03 9.365280e+00
 8.455317e-04 5.519681e+00 2.048294e+00 2.401500e+00 7.758000e+00 1.742318e+01 2.553432e-03 9.365585e+00
 8.459022e-04 5.519546e+00 2.048404e+00 2.401660e+00 7.758000e+00 1.736118e+01 2.554002e-03 9.365891e+00
 8.462729e-04 5.518375e+00 2.048514e+00 2.401822e+00 7.757000e+00 1.751004e+01 2.554572e-03 9.364741e+00
 8.466437e-04 5.518240e+00 2.048624e+00 2.401983e+00 7.757000e+00 1.735830e+01 2.555143e-03 9.365047e+00
 8.470147e-04 5.518105e+00 2.048734e+00 2.402143e+00 7.757000e+00 1.730048e+01 2.555713e-03 9.365352e+00
 8.473859e-04 5.517970e+00 2.048844e+00 2.402301e+00 7.757000e+00 1.736900e+01 2.556284e-03 9.365658e+00
 8.477572e-04 5.516800e+00 2.048954e+00 2.402461e+00 7.756000e+00 1.729120e+01 2.556855e-03 9.364508e+00
 8.481287e-04 5.516665e+00 2.049064e+00 2.402622e+00 7.756000e+00 1.740303e+01 2.557426e-03 9.364813e+00
 8.485003e-04 5.516530e+00 2.049173e+00 2.402783e+00 7.756000e+00 1.733966e+01 2.557998e-03 9.365119e+00
 8.488721e-04 5.516395e+00 2.049283e+00 2.402942e+00 7.756000e+00 1.722609e+01 2.558570e-03 9.365425e+00
 8.492441e-04 5.515225e+00 2.049392e+00 2.403101e+00 7.755000e+00 1.730862e+01 2.559142e-03 9.364275e+00
 8.496163e-04 5.515091e+00 2.049502e+00 2.403259e+00 7.755000e+00 1.722979e+01 2.559714e-03 9.364581e+00
 8.499886e-04 5.514956e+00 2.049611e+00 2.403420e+00 7.755000e+00 1.729818e+01 2.560287e-03 9.364886e+00
 8.503610e-04 5.514822e+00 2.049721e+00 2.403580e+00 7.755000e+00 1.732253e+01 2.560859e-03 9.365192e+00
 8.507336e-04 5.513652e+00 2.049830e+00 2.403740e+00 7.754000e+00 1.715096e+01 2.561432e-03 9.364042e+00
 8.511064e-04 5.513518e+00 2.049939e+00 2.403898e+00 7.754000e+00 1.724727e+01 2.562006e-03 9.364348e+00
 8.514794e-04 5.513384e+00 2.050048e+00 2.404056e+00 7.754000e+00 1.716896e+01 2.562579e-03 9.364654e+00
 8.518525e-04 5.513250e+00 2.050157e+00 2.404215e+00 7.754000e+00 1.721081e+01 2.563153e-03 9.364960e+00
 8.522258e-04 5.512080e+00 2.050267e+00 2.404376e+00 7.753000e+00 1.729104e+01 2.563727e-03 9.363809e+00
 8.525992e-04 5.511946e+00 2.050376e+00 2.404535e+00 7.753000e+00 1.709399e+01 2.564301e-03 9.364115e+00
 8.529728e-04 5.511812e+00 2.050484e+00 2.404692e+00 7.753000e+00 1.717124e+01 2.564876e-03 9.364421e+00
 8.533466e-04 5.511678e+00 2.050593e+00 2.404850e+00 7.753000e+00 1.711389e+01 2.565450e-03 9.364727e+00
 8.537205e-04 5.510509e+00 2.050702e+00 2.405009e+00 7.752000e+00 1.712793e+01 2.566025e-03 9.363576e+00
 8.540946e-04 5.510375e+00 2.050811e+00 2.405169e+00 7.752000e+00 1.723892e+01 2.566601e-03 9.363882e+00
 8.544689e-04 5.510242e+00 2.050919e+00 2.405328e+00 7.752000e+00 1.704240e+01 2.567176e-03 9.364189e+00
 8.548433e-04 5.510108e+00 2.051028e+00 2.405485e+00 7.752000e+00 1.707905e+01 2.567752e-03 9.364495e+00
 8.552179e-04 5.508939e+00 2.051137e+00 2.405642e+00 7.751000e+00 1.707174e+01 2.568328e-03 9.363344e+00
 8.555927e-04 5.508806e+00 2.051245e+00 2.405800e+00 7.751000e+00 1.704858e+01 2.568904e-03 9.363650e+00
 8.559676e-04 5.508673e+00 2.051353e+00 2.405960e+00 7.751000e+00 1.718166e+01 2.569481e-03 9.363956e+00
 8.563427e-04 5.508540e+00 2.051462e+00 2.406118e+00 7.751000e+00 1.699607e+01 2.570057e-03 9.364262e+00
 8.567179e-04 5.507371e+00 2.051570e+00 2.406275e+00 7.750000e+00 1.699371e+01 2.570634e-03 9.363111e+00
 8.570933e-04 5.507238e+00 2.051678e+00 2.406432e+00 7.750000e+00 1.702923e+01 2.571212e-03 9.363417e+00
 8.574689e-04 5.507105e+00 2.051786e+00 2.406589e+00 7.750000e+00 1.697421e+01 2.571789e-03 9.363724e+00
 8.578446e-04 5.506972e+00 2.051894e+00 2.406748e+00 7.750000e+00 1.711680e+01 2.572367e-03 9.364030e+00
 8.582205e-04 5.505803e+00 2.052002e+00 2.406907e+00 7.749000e+00 1.695443e+01 2.572945e-03 9.362879e+00
 8.585966e-04 5.505671e+00 2.052110e+00 2.407064e+00 7.749000e+00 1.691377e+01 2.573523e-03 9.363185e+00
 8.589728e-04 5.505538e+00 2.052218e+00 2.407219e+00 7.749000e+00 1.697527e+01 2.574102e-03 9.363492e+00
 8.593492e-04 5.505406e+00 2.052326e+00 2.407376e+00 7.749000e+00 1.691064e+01 2.574681e-03 9.363798e+00
 8.597258e-04 5.504237e+00 2.052434e+00 2.407535e+00 7.748000e+00 1.703899e+01 2.575259e-03 9.362646e+00
 8.601025e-04 5.504105e+00 2.052541e+00 2.407693e+00 7.748000e+00 1.692010e+01 2.575839e-03 9.362953e+00
 8.604794e-04 5.503973e+00 2.052649e+00 2.407850e+00 7.748000e+00 1.684129e+01 2.576418e-03 9.363260e+00
 8.608565e-04 5.503840e+00 2.052757e+00 2.408005e+00 7.748000e+00 1.691750e+01 2.576997e-03 9.363566e+00
 8.612337e-04 5.502672e+00 2.052864e+00 2.408161e+00 7.747000e+00 1.684334e+01 2.577577e-03 9.362414e+00
 8.616111e-04 5.502540e+00 2.052971e+00 2.408319e+00 7.747000e+00 1.695229e+01 2.578156e-03 9.362721e+00
 8.619887e-04 5.502408e+00 2.053079e+00 2.408477e+00 7.747000e+00 1.688618e+01 2.578736e-03 9.363028e+00
 8.623664e-04 5.502276e+00 2.053186e+00 2.408633e+00 7.747000e+00 1.677138e+01 2.579316e-03 9.363334e+00
 8.627443e-04 5.501108e+00 2.053293e+00 2.408788e+00 7.746000e+00 1.685875e+01 2.579896e-03 9.362182e+00
 8.631223e-04 5.500977e+00 2.053400e+00 2.408944e+00 7.746000e+00 1.678321e+01 2.580477e-03 9.362489e+00
 8.635005e-04 5.500845e+00 2.053508e+00 2.409101e+00 7.746000e+00 1.686457e+01 2.581057e-03 9.362796e+00
 8.638789e-04 5.500713e+00 2.053615e+00 2.409259e+00 7.746000e+00 1.684960e+01 2.581638e-03 9.363103e+00
 8.642575e-04 5.499546e+00 2.053722e+00 2.409415e+00 7.745000e+00 1.670524e+01 2.582219e-03 9.361950e+00
 8.646362e-04 5.499414e+00 2.053828e+00 2.409569e+00 7.745000e+00 1.679780e+01 2.582800e-03 9.362257e+00
 8.650151e-04 5.499283e+00 2.053935e+00 2.409725e+00 7.745000e+00 1.672153e+01 2.583381e-03 9.362564e+00
 8.653941e-04 5.499152e+00 2.054042e+00 2.409881e+00 7.745000e+00 1.678363e+01 2.583962e-03 9.362871e+00
 8.657733e-04 5.497984e+00 2.054149e+00 2.410039e+00 7.744000e+00 1.681218e+01 2.584544e-03 9.361719e+00
 8.661527e-04 5.497853e+00 2.054255e+00 2.410194e+00 7.744000e+00 1.664061e+01 2.585125e-03 9.362026e+00
 8.665323e-04 5.497722e+00 2.054362e+00 2.410348e+00 7.744000e+00 1.674251e+01 2.585707e-03 9.362333e+00
 8.669120e-04 5.497591e+00 2.054468e+00 2.410503e+00 7.744000e+00 1.666195e+01 2.586289e-03 9.362640e+00
 8.672918e-04 5.496424e+00 2.054575e+00 2.410659e+00 7.743000e+00 1.671041e+01 2.586871e-03 9.361487e+00
 8.676719e-04 5.496293e+00 2.054681e+00 2.410816e+00 7.743000e+00 1.676799e+01 2.587453e-03 9.361794e+00
 8.680521e-04 5.496162e+00 2.054788e+00 2.410971e+00 7.743000e+00 1.658296e+01 2.588036e-03 9.362101e+00
 8.684325e-04 5.496032e+00 2.054894e+00 2.411125e+00 7.743000e+00 1.667067e+01 2.588618e-03 9.362408e+00
 8.688130e-04 5.494865e+00 2.055000e+00 2.411279e+00 7.742000e+00 1.660226e+01 2.589201e-03 9.361255e+00
 8.691937e-04 5.494734e+00 2.055106e+00 2.411435e+00 7.742000e+00 1.664149e+01 2.589784e-03 9.361562e+00
 8.695746e-04 5.494604e+00 2.055212e+00 2.411591e+00 7.742000e+00 1.671735e+01 2.590367e-03 9.361870e+00
